id,rating
1635,8
1636,10
1637,10
1638,9
1639,8
1640,8
1641,7
1642,10
1643,9
1644,9
1645,9
1646,7
1647,10
1648,10
1649,7
1650,8
1651,7
1652,10
1653,10
1654,10
1655,9
1656,10
1657,7
1658,10
1659,8
1660,8
1661,9
1662,7
1663,9
1664,9
1665,10
1666,10
1667,10
1668,9
1669,10
1670,7
1671,10
1672,7
1673,8
1674,8
1675,8
1676,10
1677,7
1678,10
1679,7
1680,10
1681,8
1682,8
1683,10
1684,9
1685,7
1686,10
1687,7
1688,8
1689,8
1690,10
1691,10
1692,9
1693,9
1694,10
1695,8
1696,8
1697,10
1698,8
1699,10
1700,9
1701,10
1702,10
1703,8
1704,10
1705,10
1706,8
1707,7
1708,9
1709,9
1710,9
1711,10
1712,10
1713,10
1714,10
1715,10
1716,8
1717,10
1718,8
1719,9
1720,10
1721,9
1722,10
1723,9
1724,8
1725,10
1726,7
1727,10
1728,9
1729,9
1730,10
1731,10
1732,9
1733,7
1734,9
1735,8
1736,10
1737,10
1738,7
1739,10
1740,8
1741,10
1742,10
1743,10
1744,9
1745,10
1746,7
1747,9
1748,10
1749,10
1750,7
1751,7
1752,8
1753,10
1754,9
1755,8
1756,10
1757,10
1758,7
1759,7
1760,10
1761,7
1762,10
1763,7
1764,10
1765,7
1766,7
1767,8
1768,8
1769,9
1770,10
1771,10
1772,10
1773,10
1774,8
1775,10
1776,9
1777,9
1778,7
1779,9
1780,8
1781,9
1782,10
1783,10
1784,10
1785,7
1786,7
1787,8
1788,10
1789,10
1790,10
1791,8
1792,9
1793,8
1794,9
1795,7
1796,10
1797,8
1798,9
1799,7
1800,10
1801,7
1802,7
1803,10
1804,8
1805,8
1806,10
1807,9
1808,8
1809,8
1810,10
1811,10
1812,10
1813,10
1814,7
1815,7
1816,7
1817,10
1818,9
1819,9
1820,7
1821,10
1822,7
1823,10
1824,10
1825,8
1826,7
1827,7
1828,9
1829,10
1830,9
1831,9
1832,7
1833,9
1834,10
1835,8
1836,8
1837,7
1838,10
1839,10
1840,7
1841,10
1842,9
1843,7
1844,8
1845,10
1846,7
1847,10
1848,8
1849,9
1850,10
1851,7
1852,9
1853,10
1854,7
1855,9
1856,8
1857,9
1858,8
1859,7
1860,7
1861,10
1862,8
1863,10
1864,7
1865,10
1866,8
1867,10
1868,10
1869,9
1870,9
1871,8
1872,8
1873,10
1874,8
1875,10
1876,7
1877,7
1878,10
1879,8
1880,7
1881,10
1882,10
1883,10
1884,9
1885,9
1886,8
1887,7
1888,8
1889,9
1890,10
1891,10
1892,7
1893,10
1894,8
1895,9
1896,10
1897,8
1898,10
1899,10
1900,10
1901,9
1902,8
1903,10
1904,7
1905,9
1906,10
1907,10
1908,10
1909,9
1910,8
1911,10
1912,8
1913,7
1914,10
1915,8
1916,10
1917,7
1918,9
1919,7
1920,7
1921,9
1922,7
1923,9
1924,10
1925,10
1926,8
1927,7
1928,8
1929,10
1930,9
1931,10
1932,10
1933,7
1934,10
1935,9
1936,9
1937,10
1938,10
1939,8
1940,9
1941,10
1942,10
1943,7
1944,7
1945,10
1946,8
1947,10
1948,10
1949,8
1950,7
1951,7
1952,7
1953,10
1954,8
1955,10
1956,10
1957,10
1958,10
1959,9
1960,8
1961,7
1962,10
1963,8
1964,10
1965,7
1966,10
1967,8
1968,10
1969,8
1970,10
1971,10
1972,9
1973,10
1974,8
1975,9
1976,10
1977,9
1978,9
1979,7
1980,7
1981,9
1982,8
1983,10
1984,7
1985,7
1986,9
1987,8
1988,9
1989,9
1990,9
1991,8
1992,9
1993,8
1994,7
1995,10
1996,8
1997,9
1998,10
1999,10
2000,10
2001,10
2002,7
2003,8
2004,8
2005,8
2006,8
2007,10
2008,8
2009,7
2010,7
2011,7
2012,10
2013,8
2014,9
2015,8
2016,7
2017,10
2018,10
2019,9
2020,7
2021,10
2022,10
2023,10
2024,7
2025,10
2026,10
2027,9
2028,10
2029,9
2030,10
2031,7
2032,8
2033,10
2034,9
2035,10
2036,8
2037,7
2038,9
2039,10
2040,8
2041,8
2042,10
2043,7
2044,9
2045,8
2046,10
2047,10
2048,7
2049,10
2050,7
2051,10
2052,10
2053,10
2054,8
2055,7
2056,10
2057,9
2058,7
2059,7
2060,10
2061,8
2062,7
2063,7
2064,8
2065,9
2066,8
2067,7
2068,10
2069,7
2070,10
2071,9
2072,10
2073,10
2074,7
2075,10
2076,9
2077,10
2078,10
2079,10
2080,8
2081,9
2082,8
2083,8
2084,10
2085,8
2086,10
2087,9
2088,9
2089,7
2090,8
2091,7
2092,10
2093,10
2094,10
2095,8
2096,10
2097,7
2098,10
2099,8
2100,10
2101,7
2102,9
2103,9
2104,7
2105,9
2106,7
2107,9
2108,10
2109,10
2110,10
2111,9
2112,8
2113,10
2114,8
2115,10
2116,8
2117,9
2118,7
2119,7
2120,10
2121,9
2122,8
2123,8
2124,10
2125,8
2126,7
2127,7
2128,9
2129,10
2130,7
2131,9
2132,10
2133,8
2134,10
2135,8
2136,7
2137,7
2138,10
2139,9
2140,10
2141,7
2142,10
2143,8
2144,7
2145,7
2146,7
2147,10
2148,10
2149,9
2150,8
2151,7
2152,10
2153,9
2154,10
2155,10
2156,7
2157,10
2158,8
2159,10
2160,10
2161,10
2162,7
2163,10
2164,7
2165,10
2166,9
2167,9
2168,10
2169,10
2170,10
2171,10
2172,10
2173,10
2174,10
2175,8
2176,10
2177,7
2178,8
2179,8
2180,10
2181,8
2182,10
2183,9
2184,7
2185,7
2186,10
2187,7
2188,8
2189,10
2190,7
2191,8
2192,10
2193,10
2194,10
2195,9
2196,10
2197,10
2198,10
2199,7
2200,10
2201,8
2202,9
2203,7
2204,9
2205,8
2206,10
2207,10
2208,8
2209,10
2210,10
2211,9
2212,8
2213,7
2214,10
2215,9
2216,9
2217,7
2218,9
2219,8
2220,10
2221,8
2222,10
2223,7
2224,10
2225,10
2226,10
2227,10
2228,10
2229,8
2230,8
2231,10
2232,9
2233,10
2234,10
2235,7
2236,10
2237,7
2238,9
2239,9
2240,9
2241,8
2242,10
2243,8
2244,7
2245,9
2246,10
2247,8
2248,8
2249,8
2250,10
2251,10
2252,9
2253,10
2254,10
2255,7
2256,9
2257,10
2258,10
2259,10
2260,8
2261,10
2262,7
2263,10
2264,10
2265,8
2266,9
2267,9
2268,8
2269,10
2270,10
2271,8
2272,10
2273,8
2274,10
2275,7
2276,8
2277,7
2278,10
2279,7
2280,7
2281,10
2282,7
2283,10
2284,10
2285,10
2286,8
2287,8
2288,10
2289,10
2290,9
2291,10
2292,7
2293,10
2294,7
2295,8
2296,10
2297,8
2298,9
2299,10
2300,7
2301,10
2302,7
2303,10
2304,8
2305,9
2306,9
2307,8
2308,7
2309,7
2310,8
2311,10
2312,10
2313,8
2314,7
2315,7
2316,8
2317,10
2318,7
2319,10
2320,8
2321,10
2322,7
2323,10
2324,9
2325,7
2326,7
2327,10
2328,8
2329,10
2330,10
2331,8
2332,8
2333,10
2334,10
2335,8
2336,10
2337,9
2338,8
2339,10
2340,9
2341,10
2342,8
2343,10
2344,8
2345,10
2346,7
2347,8
2348,8
2349,7
2350,7
2351,9
2352,10
2353,9
2354,10
2355,8
2356,9
2357,7
2358,8
2359,9
2360,10
2361,8
2362,10
2363,10
2364,8
2365,9
2366,8
2367,7
2368,10
2369,8
2370,10
2371,10
2372,7
2373,10
2374,10
2375,10
2376,8
2377,8
2378,7
2379,9
2380,8
2381,7
2382,10
2383,10
2384,10
2385,10
2386,8
2387,10
2388,8
2389,10
2390,8
2391,8
2392,8
2393,9
2394,9
2395,10
2396,8
2397,7
2398,8
2399,10
2400,7
2401,8
2402,7
2403,9
2404,9
2405,8
2406,9
2407,8
2408,10
2409,10
2410,8
2411,7
2412,8
2413,10
2414,7
2415,10
2416,8
2417,7
2418,9
2419,10
2420,8
2421,9
2422,10
2423,9
2424,10
2425,10
2426,9
2427,8
2428,8
2429,7
2430,9
2431,10
2432,9
2433,10
2434,10
2435,10
2436,10
2437,9
2438,9
2439,7
2440,8
2441,8
2442,9
2443,7
2444,10
2445,10
2446,10
2447,10
2448,10
2449,9
2450,10
2451,7
2452,10
2453,8
2454,9
2455,8
2456,10
2457,9
2458,7
2459,7
2460,8
2461,10
2462,9
2463,10
2464,8
2465,8
2466,7
2467,7
2468,7
2469,10
2470,10
2471,7
2472,10
2473,10
2474,10
2475,10
2476,9
2477,7
2478,10
2479,10
2480,8
2481,10
2482,9
2483,10
2484,7
2485,7
2486,10
2487,8
2488,8
2489,10
2490,10
2491,10
2492,10
2493,8
2494,8
2495,10
2496,7
2497,7
2498,9
2499,10
2500,9
2501,7
2502,9
2503,10
2504,9
2505,10
2506,7
2507,7
2508,9
2509,7
2510,9
2511,9
2512,10
2513,10
2514,8
2515,7
2516,8
2517,8
2518,7
2519,8
2520,9
2521,7
2522,7
2523,7
2524,9
2525,10
2526,10
2527,7
2528,10
2529,7
2530,10
2531,10
2532,8
2533,9
2534,7
2535,10
2536,7
2537,10
2538,10
2539,7
2540,8
2541,7
2542,9
2543,8
2544,8
2545,10
2546,10
2547,7
2548,7
2549,10
2550,10
2551,8
2552,9
2553,9
2554,9
2555,8
2556,7
2557,10
2558,7
2559,8
2560,10
2561,10
2562,9
2563,8
2564,9
2565,8
2566,9
2567,7
2568,10
2569,9
2570,9
2571,10
2572,9
2573,10
2574,7
2575,7
2576,10
2577,10
2578,7
2579,8
2580,9
2581,7
2582,8
2583,10
2584,8
2585,10
2586,8
2587,8
2588,8
2589,9
2590,10
2591,10
2592,10
2593,9
2594,8
2595,8
2596,7
2597,9
2598,8
2599,7
2600,8
2601,10
2602,10
2603,7
2604,10
2605,7
2606,7
2607,9
2608,8
2609,8
2610,7
2611,7
2612,7
2613,9
2614,10
2615,8
2616,8
2617,9
2618,9
2619,8
2620,8
2621,10
2622,8
2623,8
2624,8
2625,8
2626,10
2627,9
2628,10
2629,10
2630,7
2631,8
2632,7
2633,10
2634,9
2635,9
2636,9
2637,10
2638,7
2639,8
2640,8
2641,10
2642,9
2643,7
2644,9
2645,8
2646,10
2647,8
2648,8
2649,7
2650,9
2651,10
2652,7
2653,8
2654,8
2655,7
2656,7
2657,10
2658,10
2659,7
2660,8
2661,9
2662,9
2663,9
2664,9
2665,10
2666,7
2667,9
2668,10
2669,7
2670,9
2671,10
2672,7
2673,7
2674,10
2675,10
2676,10
2677,8
2678,8
2679,10
2680,10
2681,10
2682,9
2683,10
2684,9
2685,7
2686,8
2687,10
2688,7
2689,10
2690,8
2691,7
2692,10
2693,9
2694,8
2695,9
2696,10
2697,8
2698,10
2699,7
2700,9
2701,8
2702,10
2703,10
2704,10
2705,10
2706,9
2707,10
2708,9
2709,10
2710,7
2711,9
2712,7
2713,10
2714,10
2715,8
2716,10
2717,10
2718,10
2719,8
2720,8
2721,9
2722,9
2723,10
2724,10
2725,8
2726,9
2727,7
2728,9
2729,8
2730,10
2731,10
2732,7
2733,8
2734,9
2735,10
2736,10
2737,10
2738,10
2739,9
2740,10
2741,8
2742,9
2743,10
2744,8
2745,8
2746,10
2747,10
2748,8
2749,10
2750,8
2751,9
2752,9
2753,8
2754,8
2755,7
2756,10
2757,7
2758,9
2759,9
2760,7
2761,8
2762,10
2763,10
2764,7
2765,9
2766,9
2767,9
2768,9
2769,7
2770,8
2771,10
2772,10
2773,9
2774,9
2775,8
2776,10
2777,7
2778,7
2779,7
2780,10
2781,8
2782,8
2783,8
2784,7
2785,8
2786,10
2787,10
2788,7
2789,10
2790,8
2791,9
2792,7
2793,7
2794,8
2795,10
2796,10
2797,10
2798,9
2799,10
2800,9
2801,7
2802,9
2803,10
2804,10
2805,10
2806,7
2807,7
2808,7
2809,7
2810,8
2811,8
2812,8
2813,8
2814,10
2815,8
2816,7
2817,10
2818,8
2819,10
2820,10
2821,9
2822,10
2823,8
2824,9
2825,10
2826,10
2827,9
2828,9
2829,10
2830,7
2831,7
2832,9
2833,10
2834,9
2835,10
2836,9
2837,7
2838,7
2839,10
2840,10
2841,8
2842,9
2843,10
2844,7
2845,8
2846,10
2847,8
2848,10
2849,10
2850,10
2851,7
2852,9
2853,10
2854,9
2855,8
2856,7
2857,10
2858,10
2859,10
2860,9
2861,7
2862,7
2863,7
2864,10
2865,7
2866,10
2867,8
2868,8
2869,7
2870,9
2871,10
2872,9
2873,7
2874,10
2875,9
2876,10
2877,7
2878,10
2879,10
2880,10
2881,7
2882,9
2883,10
2884,9
2885,10
2886,10
2887,10
2888,10
2889,10
2890,7
2891,10
2892,10
2893,9
2894,7
2895,9
2896,7
2897,7
2898,7
2899,7
2900,9
2901,9
2902,10
2903,10
2904,9
2905,8
2906,10
2907,10
2908,7
2909,10
2910,10
2911,7
2912,7
2913,9
2914,9
2915,9
2916,7
2917,10
2918,9
2919,10
2920,7
2921,7
2922,9
2923,10
2924,8
2925,10
2926,10
2927,10
2928,9
2929,7
2930,8
2931,7
2932,10
2933,9
2934,8
2935,8
2936,8
2937,10
2938,7
2939,9
2940,10
2941,8
2942,7
2943,10
2944,10
2945,8
2946,10
2947,8
2948,10
2949,10
2950,7
2951,8
2952,9
2953,7
2954,10
2955,10
2956,10
2957,8
2958,10
2959,7
2960,8
2961,7
2962,10
2963,7
2964,10
2965,8
2966,10
2967,7
2968,10
2969,10
2970,7
2971,8
2972,10
2973,7
2974,10
2975,10
2976,8
2977,9
2978,7
2979,9
2980,10
2981,7
2982,8
2983,10
2984,10
2985,10
2986,9
2987,10
2988,8
2989,10
2990,9
2991,8
2992,7
2993,9
2994,10
2995,9
2996,10
2997,7
